Country Code,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
SAU,,0,0,0,0,0,0,0,0,0,0,0,755300,641999.999999999,750500,843500,919899.999999999,1105500,1252500,1755900,2296700,3158600,4221000,4731300,5171200,4545600,4674000,5053900,5440700,6244600,6228300,5924500,7021200,7919299.99999999,8237400,8687899.99999999,8693100,9300899.99999999,9288200,9883400,10037400,10487200,10924400,12093500,12117000,13017900,13873700,14519200,15032100
SDN,,0,0,0,0,0,0,0,0,0,0,0,136000,136200,145500,140000,128500,111800,116999.999999999,110600,99299.9999999997,127600,116500,134999.999999999,129399.999999999,123000,143500,140300,110199.999999999,154899.999999999,140499.999999999,185500,170500,157400,114400,164200,158000,159300,177400,183300,313800,235400,230299.999999999,296399.999999999,347799.999999999,388099.999999999,398499.999999999,353999.999999999,386199.999999999
SEN,,0,0,0,0,0,0,0,0,0,0,0,41700,42799.9999999999,48000,50899.9999999999,53499.9999999999,55899.9999999999,58900,58599.9999999999,64599.9999999999,67599.9999999999,65800,63699.9999999999,63300,70699.9999999999,64199.9999999999,70700,80699.9999999999,71299.9999999999,69599.9999999999,72899.9999999999,70899.9999999998,80799.9999999999,79499.9999999999,77500,85199.9999999999,86799.9999999999,95400,103600,112000,120600,138000,137600,130900,149300,153900,153100,142000
SGP,,0,0,0,0,0,0,0,0,0,0,0,272100,337100,374900,400300,370700,387600,409000,520899.999999999,507900,513499.999999995,538200,525800,588700,671000,676999.999999997,712099.999999998,758299.999999999,841499.999999994,841900,1145600,1286300,1462100,1798499.99999999,2206400,1885100,1979300,2301400,2037100,1974900,1933200,2013099.99999998,2145900,1981100,2272000,2768800,2711699.99999999,2675499.99999998
SLV,,0,0,0,0,0,0,0,0,0,0,0,49700,57899.9999999999,64799.9999999999,62999.9999999999,69899.9999999998,70900,73000,75799.9999999997,72799.9999999999,60700,57299.9999999998,56299.9999999998,56199.9999999999,57499.9999999999,61700,62099.9999999998,74299.9999999998,73000,77900,77599.9999999999,99800,108100,124300,140700,157000,138400,169400,179900,177600,177900,183200,182400,198900,192300,197500,198600,204500
SVK,,0,0,0,0,0,0,0,0,0,0,0,1371600,1428500,1491200,1549900,1616300,1672100,1767200,1858100,1839800,1800900,1742400,1681700,1686100,1758200,1760300,1705700,1756700,1777200,1759400,1740900,1543900,1462600,1395300,1328800,1397100,1413400,1414900,1377700,1340700,1286700,1358800,1357100,1345300,1325400,1358000,1321300,1262800
SVN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402500,381800,369500,391900,399300,436000,460200,488000,473800,475900,450300,473799.999999999,477200,482000,494099.999999999,500399.999999999,508800,506800
SWE,,1504800,1500200,1598700,1756500,1874500,1998800,2194500,2168900,2463400,2751700,3081000,2851500,2876500,2953500,2755400,2730900,2977100,2869400,2672600,2857900,2434300,2339000,2124200,1989100,1918100,2051100,2054600,1936500,1977700,1857500,1760200,1729900,1717900,1714000,1835700,1854300,1890100,1788600,1790400,1747600,1657000,1717900,1939200,1848600,1831800,1743700,1677400,1661200
SYR,,0,0,0,0,0,0,0,0,0,0,0,263199.999999999,225100,233000,290600,339600,389400,432200,461500,582700,488700,576199.999999999,684700,783700,896999.999999999,837800,859300,957000,984800,997000,1114700,1275700,1285200,1286000,1286900,1381100,1377600,1479200,1653700,1717900,1714200,1660300,1753100,1745400,1750000,1719900,1820700,1933000
TGO,,0,0,0,0,0,0,0,0,0,0,0,11300,11799.9999999999,9999.99999999999,8999.99999999994,10500,8899.99999999999,11299.9999999999,11600,14199.9999999999,12599.9999999999,11999.9999999999,14400,9999.99999999997,11400,9899.99999999994,15899.9999999999,17299.9999999999,16799.9999999999,17000,19000,17200,12500,8399.99999999999,19699.9999999999,19599.9999999999,31299.9999999998,21899.9999999999,27799.9999999999,36399.9999999999,31399.9999999998,26499.9999999999,29399.9999999999,36499.9999999998,34299.9999999998,32700,28600,31499.9999999998
THA,,0,0,0,0,0,0,0,0,0,0,0,591599.999999999,647500,752000,727999.999999999,734300,836499.999999998,918699.999999999,1022200,1063000,1118400,1080800,1058200,1161300,1293600,1412000,1446200,1667000,1915000,2196000,2685800,2976500,3257400,3685300,4126900,4756900,5395999.99999999,5572099.99999999,5202400,5547800,5693800,6178500,6600900,7157300,7737400,7956699.99999999,8149499.99999999,8444899.99999999
TJK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405000,382000,337700,279900,187500,173000,174400,185100,195000,196800,152900,165400,160200,173700,192600,202200,220800,241900
TKM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999700,1734600,1169500,1099500,1375499.99999999,1407199.99999999,1243199.99999999,1253700,1219499.99999999,1442700,1457399.99999999,1521099.99999999,1546000,1726299.99999999,1575699.99999999,1662899.99999998,1660699.99999999,1819800
TTO,,0,0,0,0,0,0,0,0,0,0,0,259800,264700,261600,263700,228700,254000,288300,347300,359900,379800,403600,405900,420600,475600,504800,526300,493700,543300,527600,592299.999999999,589200,648300,626100,627299.999999999,627000,717900,684600,797700,933500,976500,1009400,1074300,1109000,1235300,1265400,1419700,1527100
TUN,,0,0,0,0,0,0,0,0,0,0,0,123600,138500,145300,166500,172700,186000,205000,228400,250800,276300,285400,278600,322700,344500,358000,351300,355800,376400,373300,430700,423600,477600,460000,498000,504800,527299.999999999,543000,595600,614600,636500,673900,680900,697499.999999999,736800,709400,734800,762400
TUR,,472500,479099.999999999,581400,642699.999999999,708299.999999999,774600,901799.999999999,952899.999999999,1027500,1117800,1195700,1348400,1551300,1763100,1829100,1936600,2128600,2390100,2344500,2146800,2261300,2270300,2432300,2636000,2760600,3011100,3303200,3698500,3645700,3916700,4316200,4243100,4369499.99999999,4630300,4586600,5082899.99999999,5571700,5906299.99999999,5994500,5949999.99999999,6594200,6065500,6392199.99999999,6775400,7012700,7432400,8279399.99999999,9050299.99999999
TZA,,0,0,0,0,0,0,0,0,0,0,0,70500,76199.9999999999,78299.9999999994,71400,64799.9999999999,70199.9999999999,66700,70299.9999999999,70999.9999999999,71899.9999999999,68200,64700,65499.9999999999,64800,64900,68300,66700,64599.9999999999,65300,67199.9999999999,67000,61300,68600,69000,98499.9999999999,92500,86500,72800,70499.9999999999,74399.9999999999,89600,103100,108400,126300,175000,193399.999999999,187399.999999999
UKR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23116700,23130700,19911900,17311300,14612200,14419900,12838300,12159700,11437500,11494100,11262600,11312400,11429600,12260100,12022300,11899400,11261500,11219800
URY,,0,0,0,0,0,0,0,0,0,0,0,189400,196800,184600,182500,192300,194200,189900,194500,214300,197400,183100,156600,128800,116700,111400,109800,120700,150400,161000,132100,150600,172800,151800,136900,156100,185800,184800,191600,227300,201500,160000,141800,141400,183100,188400,216200,197200
USA,,97368999.9999999,98518199.9999999,102984800,108502100,112817500,117490300,124330900,129883200,136180300,142455700,148871500,151831600,158955900,164304800,159265400,153941800,164267000,168652800,172318900,172042600,164994700,159396400,151422600,150565900,156047200,156657000,155258700,161367900,167128800,169613200,165344500,165239700,168241400,172766300,175858100,177092400,181654100,185557000,186327100,190597500,196232000,193479100,195911400,195396700,199077100,199924500,197273200,200228000
UZB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4597900,4759100,4476600,4639700,4591100,4214628,4343456,4427300,4924290.8,5059200,4976200,5014600,5232249,5030500,4887100,4647700,4791700,4813900
VEN,,0,0,0,0,0,0,0,0,0,0,0,1866600,1803500,2024900,2354700,2378200,2454846,2634302.4,2836700,2984805,3380127,3599085.6,3593527.2,3850173.6,3771522.2,3702852.6,3852293.5,3789696.6,3639700,3707092.6,3986746.5,4098355.8,4582948.4,4270248.4,4941778.5,4664278.4,5005740.6,4963879.3,5233900,4899946,5046499.99999999,5212735.5,5181799.99999999,4715350.2,4980384.9,5233478.1,5334087.5,5596811
VNM,,0,0,0,0,0,0,0,0,0,0,0,491099.999999999,485600,526499.999999999,418999.999999998,479299.999999999,315099.999999999,341899.999999999,352299.999999999,374900,412200,410899.999999999,444900,478199.999999999,473999.999999999,474199.999999998,525399.999999999,594599.999999998,578799.999999998,493399.999999999,496299.999999999,488899.999999998,534599.999999998,627299.999999999,694799.999999998,817500,922099.999999999,1063800,1194200,1225400,1343900,1484200,1765500,1900600,2475200,2523100,2643300,2867799.99999999
YEM,,0,0,0,0,0,0,0,0,0,0,0,68700,52600,92100,74800,63800,78699.9999999999,85500,90499.9999999999,91899.9999999999,121200,119200,141300,150000,157700,166900,181100,215800,230200,236100,243700,298200,326300,281400,294200,334000,341200,363000,388300,439400,466300,518500,501800,557700,609500,649799.999999999,678099.999999999,713500
ZAF,,0,0,0,0,0,0,0,0,0,0,0,4044100,4100200,4366400,4543400,4770199.99999999,4959300,5010400,5298500,5461100,5795100,6448200,7080000,7176000,7709199.99999999,7673100,7950999.99999999,8239999.99999999,8470800,7960699.99999999,7826800,8198499.99999999,7588300,8208199.99999999,8630699.99999999,9075899.99999999,9105399.99999999,9197199.99999999,9253499.99999999,9228700,9414699.99999999,9227899.99999999,8777000,10073000,11202000,11042100,11295700,11787100
ZAR,,0,0,0,0,0,0,0,0,0,0,0,81999.9999999999,83999.9999999997,89199.9999999998,90799.9999999995,91499.9999999996,84699.9999999998,89099.9999999995,91500,106099.999999999,89099.9999999993,109000,86599.9999999999,116300,136499.999999999,106199.999999999,95899.9999999999,107699.999999999,115199.999999999,100900,131700,126799.999999999,117600,111000,79200,94899.9999999999,98799.9999999999,86199.9999999999,78900,69199.9999999999,61499.9999999999,64399.9999999999,65599.9999999998,67699.9999999999,69999.9999999999,72200,74000,76499.9999999999
ZMB,,0,0,0,0,0,0,0,0,0,0,0,99299.9999999997,111300,122100,125200,93999.9999999999,126500,110500,104100,95599.9999999999,102600,97099.9999999995,96000,93699.9999999998,90399.9999999996,89999.9999999997,88999.9999999999,89499.9999999996,102100,99799.9999999995,84399.9999999996,89199.9999999998,87199.9999999995,76100,68599.9999999999,67199.9999999995,55700,72399.9999999998,70499.9999999998,55900,55100,60400,62499.9999999999,65500,68299.9999999999,71499.9999999999,75399.9999999994,79599.9999999998
ZWE,,0,0,0,0,0,0,0,0,0,0,0,216400,206500,238600,227800,214500,235700,211700,204800,203700,223600,220000,214300,223200,228699.999999999,262700,304300,382900,382999.999999999,386999.999999999,416499.999999999,466200,481800,445600,422699.999999999,428700,412200,388600,394900,439399.999999999,357699.999999999,342600,327599.999999999,293699.999999999,270300,292200,278899.999999999,263199.999999999
