2000.8750	110.17	   6.48
2000.9583	109.75	   8.85
2001.0417	111.88	   8.84
2001.1250	112.59	   8.84
2001.2083	116.62	   8.85
2001.2917	113.81	   8.85
2001.3750	116.68	   8.93
2001.4583	115.50	   8.93
2001.5417	118.94	   8.93
2001.6250	121.59	   8.93
2001.7083	121.12	   8.94
2001.7917	118.71	   8.94
2001.8750	114.17	   9.05
2001.9583	110.85	   9.05
